incorrect_word,correct_word,note,type
McGill,แมกกิลล์,คำทับศัพท์ทางการวุฒิสภา,transliteration
MCOT Family,เอ็มคอตแฟมิลี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Mechanism,เมคานิซึม,คำทับศัพท์ทางการวุฒิสภา,transliteration
media literacy,มีเดียลิเทอเรซี,คำทับศัพท์ทางการวุฒิสภา,transliteration
member state representative,เมมเบอร์สเตตเรพริเซนเททีฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
mentor,เมนทอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
merge,เมิร์จ,คำทับศัพท์ทางการวุฒิสภา,transliteration
message,เมสเซจ,คำทับศัพท์ทางการวุฒิสภา,transliteration
Meta,เมตา,คำทับศัพท์ทางการวุฒิสภา,transliteration
Methodology,เมทอดอโลจี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Metre Gauge,มิเตอร์เกจ,คำทับศัพท์ทางการวุฒิสภา,transliteration
Mexico,เม็กซิโก,คำทับศัพท์ทางการวุฒิสภา,transliteration
microchip,ไมโครชิป,คำทับศัพท์ทางการวุฒิสภา,transliteration
Milk Board,มิลก์บอร์ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
mindset,ไมนด์เซต,คำทับศัพท์ทางการวุฒิสภา,transliteration
minor vote,ไมเนอร์โหวต,คำทับศัพท์ทางการวุฒิสภา,transliteration
mix,มิกซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
MMS alert,เอ็มเอ็มเอสอะเลิร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
MOA,เอ็มโอเอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
mob,ม็อบ,คำทับศัพท์ทางการวุฒิสภา,transliteration
mobile,โมไบล์,คำทับศัพท์ทางการวุฒิสภา,transliteration
mobile baking,โมบายล์แบงกิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
Mobility,โมบิลิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
mobilize,โมบิลไลซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
modal,โมดัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
mode,โหมด,คำทับศัพท์ทางการวุฒิสภา,transliteration
model,โมเดล,คำทับศัพท์ทางการวุฒิสภา,transliteration
Model STRONG,โมเดลสตรอง,คำทับศัพท์ทางการวุฒิสภา,transliteration
modern trade,มอเดิร์นเทรด,คำทับศัพท์ทางการวุฒิสภา,transliteration
modified,มอดิฟายด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
monitor,มอนิเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Monoclonal antibody,มอโนโคลนัลแอนติบอดี,คำทับศัพท์ทางการวุฒิสภา,transliteration
monorail,โมโนเรล,คำทับศัพท์ทางการวุฒิสภา,transliteration
Montessori,มอนเตสโซรี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Moody’s,มูดดีส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Moody's Ratings,มูดีส์เรตติงส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
moral hazard,มอรัลฮาซาร์ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
MotoGP,โมโตจีพี,คำทับศัพท์ทางการวุฒิสภา,transliteration
MotoGP model,โมโตจีพีโมเดล,คำทับศัพท์ทางการวุฒิสภา,transliteration
Motorsport,มอเตอร์สปอร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
MOU,เอ็มโอยู,คำทับศัพท์ทางการวุฒิสภา,transliteration
movement,มูฟเมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
MTEC,เอ็มเทก,คำทับศัพท์ทางการวุฒิสภา,transliteration
MTFF,เอ็มทีเอฟเอฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
multidisciplinary,มัลติดิสซิพลินารี,คำทับศัพท์ทางการวุฒิสภา,transliteration
multilateralism,มัลติเลเทอรัลลิซึม,คำทับศัพท์ทางการวุฒิสภา,transliteration
multinational company,มัลติแนชันนัลคัมพานี,คำทับศัพท์ทางการวุฒิสภา,transliteration
multiple alliance,มัลติเพิลอัลไลอันซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
MUX,มักซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
MV,เอ็มวี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Myawaddy Downtown,เมียวดีดาวน์ทาวน์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Myers,ไมเอิร์ส,คำทับศัพท์ทางการวุฒิสภา,transliteration
MySQL,มายเอสคิวแอล,คำทับศัพท์ทางการวุฒิสภา,transliteration
NANOTEC,นาโนเทค,คำทับศัพท์ทางการวุฒิสภา,transliteration
NASA,นาซา,คำทับศัพท์ทางการวุฒิสภา,transliteration
nation,เนชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
national,แนชันนัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
National Defence,แนชันนัลดิเฟนซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
National policy driver,แนชันนัลพอลิซีไดรฟ์เวอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
nation first,เนชันเฟิสต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
nations,เนชันส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
NATO,เนโต,คำทับศัพท์ทางการวุฒิสภา,transliteration
NCD,เอ็นซีดี,คำทับศัพท์ทางการวุฒิสภา,transliteration
NECTEC,เนคเทค,คำทับศัพท์ทางการวุฒิสภา,transliteration
negative list,เนกาทีฟลิสต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Netflix,เน็ตฟลิกซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
net metering,เน็ตเมเทอร์ริง,คำทับศัพท์ทางการวุฒิสภา,transliteration
Net Zero,เน็ตซีโร,คำทับศัพท์ทางการวุฒิสภา,transliteration
Net zero emission,เน็ตซีโรอีมิสชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
neutral,นิวทรัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
New Car Assessment Program : NCAP,นิวคาร์แอสเซสเมนต์โปรแกรมเอ็นซีเอพี,คำทับศัพท์ทางการวุฒิสภา,transliteration
New Jersey,นิวเจอร์ซีย์,คำทับศัพท์ทางการวุฒิสภา,transliteration
new media,นิวมีเดีย,คำทับศัพท์ทางการวุฒิสภา,transliteration
New Normal,นิวนอร์มัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
New S-Curve,นิวเอสเคิร์ฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
new supply chain,นิวซัปพลายเชน,คำทับศัพท์ทางการวุฒิสภา,transliteration
New York,นิวยอร์ก,คำทับศัพท์ทางการวุฒิสภา,transliteration
NGO,เอ็นจีโอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
NGV,เอ็นจีวี,คำทับศัพท์ทางการวุฒิสภา,transliteration
nickname,นิกเนม,คำทับศัพท์ทางการวุฒิสภา,transliteration
nicotine,นิโคติน,คำทับศัพท์ทางการวุฒิสภา,transliteration
Nikkei Asia,นิกเกอิ เอเชีย,คำทับศัพท์ทางการวุฒิสภา,transliteration
nominee,นอมินี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Non-audit products,น็อนออดิตโพรดักส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
non-bank,น็อนแบงก์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Non-Communicable Diseases,น็อนคอมมิวนิเคเบิลดิซีสส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
non-core,น็อนคอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
non legal binding,น็อนลีกัลไบน์ดิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
non-native,น็อนเนทีฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
non-NATO ally,น็อนเนโตอัลไล,คำทับศัพท์ทางการวุฒิสภา,transliteration
non profit organization,น็อนโพรฟิตออร์แกไนเซชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
Non-Refoulement,น็อนรีเฟิลเมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
non smart phone,น็อนสมาร์ตโฟน,คำทับศัพท์ทางการวุฒิสภา,transliteration
Non-Tariff,น็อนแทรีฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
non-visa,น็อนวีซา,คำทับศัพท์ทางการวุฒิสภา,transliteration
normal,นอร์แมล,คำทับศัพท์ทางการวุฒิสภา,transliteration
normal,นอร์มัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
Notice,โนทิซ,คำทับศัพท์ทางการวุฒิสภา,transliteration
no vote,โนโหวต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Nth room,เอนท์รูม,คำทับศัพท์ทางการวุฒิสภา,transliteration
Nurse,เนิร์ส,คำทับศัพท์ทางการวุฒิสภา,transliteration
nut,นอต,คำทับศัพท์ทางการวุฒิสภา (พจนานุกรม),transliteration
nut,น็อต,คำทับศัพท์ทางการวุฒิสภา,transliteration
observe,ออบเซิร์ฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
OCA,โอซีเอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
Occupational,ออกคิวเพชันนัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
octopus,อ็อกโทปัส,คำทับศัพท์ทางการวุฒิสภา,transliteration
OECD,โออีซีดี,คำทับศัพท์ทางการวุฒิสภา,transliteration
offset,ออฟเซต,คำทับศัพท์ทางการวุฒิสภา,transliteration
off take,ออฟเทก,คำทับศัพท์ทางการวุฒิสภา,transliteration
OFOS,โอฟอส,คำทับศัพท์ทางการวุฒิสภา,transliteration
Olympic,โอลิมปิก,คำทับศัพท์ทางการวุฒิสภา (พจนานุกรม),transliteration
Olympic Games,โอลิมปิกเกมส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Omakase,โอมากาเสะ,คำทับศัพท์ทางการวุฒิสภา,transliteration
Ombudsman,ออมบุดส์มัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
on air,ออนแอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
on demand,ออนดีมานด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
one championship,วันแชมเปียนชิป,คำทับศัพท์ทางการวุฒิสภา,transliteration
one map,วันแม็ป,คำทับศัพท์ทางการวุฒิสภา,transliteration
one size fits all,วันไซซ์ฟิตส์ออล,คำทับศัพท์ทางการวุฒิสภา,transliteration
One Stop Alert,วันสต็อปอะเลิร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
one stop service,วันสต็อปเซอร์วิซ,คำทับศัพท์ทางการวุฒิสภา,transliteration
onlyfans,โอนลีแฟนส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
onsite,ออนไซต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
open,โอเพน,คำทับศัพท์ทางการวุฒิสภา,transliteration
open government,โอเพนกัฟเวิร์นเมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
open loop,โอเพนลูป,คำทับศัพท์ทางการวุฒิสภา,transliteration
open source,โอเพนซอร์ซ,คำทับศัพท์ทางการวุฒิสภา,transliteration
operate,โอเปอเรต/ออเพอเรต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Operating,โอเปอเรติง,คำทับศัพท์ทางการวุฒิสภา,transliteration
operation,โอเปอเรชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
operation system,โอเปอเรชันซิสเตม/ออเพอเรชันซิสเตม,คำทับศัพท์ทางการวุฒิสภา,transliteration
operator,โอเปอเรเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Optimus,ออปทิมัส,คำทับศัพท์ทางการวุฒิสภา,transliteration
option,อ็อปชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
order,ออเดอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
organic,ออร์แกนิก,คำทับศัพท์ทางการวุฒิสภา,transliteration
organize,ออร์แกไนซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
organizer,ออร์แกไนเซอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Organophosphate,ออร์กาโนฟอสเฟต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Origin,ออริจิน,คำทับศัพท์ทางการวุฒิสภา,transliteration
original,ออริจินัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
Osaka,โอซากะ,คำทับศัพท์ทางการวุฒิสภา,transliteration
OTOP,โอทอป,คำทับศัพท์ทางการวุฒิสภา,transliteration
OTP,โอทีพี,คำทับศัพท์ทางการวุฒิสภา,transliteration
OTT,โอทีีที,คำทับศัพท์ทางการวุฒิสภา,transliteration
Ottawa Charter,ออตตาวาชาร์เตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
outcome,เอาต์คัม,คำทับศัพท์ทางการวุฒิสภา,transliteration
outsource,เอาต์ซอร์ซ,คำทับศัพท์ทางการวุฒิสภา,transliteration
over charge,โอเวอร์ชาร์จ,คำทับศัพท์ทางการวุฒิสภา,transliteration
over supply,โอเวอร์ซัปพลาย,คำทับศัพท์ทางการวุฒิสภา,transliteration
OV-Rapid Diagnosis Test,โอวีแรพิดไดอักโนซิสเทสต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Oxford,ออกซฟอร์ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
Oxford University Innovation,ออกซฟอร์ดยูนิเวอร์ซิตีอินโนเวชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
package,แพ็กเกจ,คำทับศัพท์ทางการวุฒิสภา,transliteration
packaging,แพ็กเกจจิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
page,เพจ,คำทับศัพท์ทางการวุฒิสภา,transliteration
page view,เพจวิว,คำทับศัพท์ทางการวุฒิสภา,transliteration
pain point,เพนพ็อยนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
paper,เพเปอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
paradigm shift,พาราไดม์ชิฟต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Paralympic,พาราลิมปิก,คำทับศัพท์ทางการวุฒิสภา,transliteration
Para Soil Cement,พาราซอยล์ซีเมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
parent,แพเรนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Parliamentarians,พาร์เลียเมนแทเรียนส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
part,พาร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Participation,พาทิซิเพชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
partner,พาร์ตเนอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
party list,ปาร์ตี้ลิสต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
pass,พาส,คำทับศัพท์ทางการวุฒิสภา (พจนานุกรม),transliteration
passive,พาสซีฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
passport,พาสปอร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
pasteurize,พาสเจอร์ไรซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
pasteurize,พาสเจอร์ไรซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
patent,แพเทนต์/เพแทนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
pattern,แพตเทิร์น,คำทับศัพท์ทางการวุฒิสภา,transliteration
payment system,เพย์เมนต์ซิสเตม,คำทับศัพท์ทางการวุฒิสภา,transliteration
PCU,พีซียู,คำทับศัพท์ทางการวุฒิสภา,transliteration
PD First,พีดีเฟิสต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
PDP,พีดีพี,คำทับศัพท์ทางการวุฒิสภา,transliteration
PDPA,พีดีพีเอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
peak,พีก,คำทับศัพท์ทางการวุฒิสภา,transliteration
peak hour,พีกอาวร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
pedophilia,เพโดฟิเลีย,คำทับศัพท์ทางการวุฒิสภา,transliteration
peer to peer,เพียร์ทูเพียร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
people’s parliament,พีเพิลส์พาร์เลียเมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
percent,เปอร์เซ็นต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Perception,เพอร์เซปชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
performance audit,เพอร์ฟอร์แมนซ์ออดิต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Personalized,เพอซันนัลไลด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Personalized,เพอร์ซันนัลไลซด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
PGA,พีจีเอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
phase,เฟส,คำทับศัพท์ทางการวุฒิสภา,transliteration
phishing,ฟิชชิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
physical space,ฟิซิคัลสเปซ,คำทับศัพท์ทางการวุฒิสภา,transliteration
physical wallet,ฟิซิคัลวอลเลต,คำทับศัพท์ทางการวุฒิสภา,transliteration
pie chart,พายชาร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
PISA,ปิซา,คำทับศัพท์ทางการวุฒิสภา,transliteration
piston,พิสตัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
pit bull,พิตบุลล์,คำทับศัพท์ทางการวุฒิสภา,transliteration
pit bull terrier,พิตบุลล์เทร์เรีย,คำทับศัพท์ทางการวุฒิสภา,transliteration
pivot,พิเวิต,คำทับศัพท์ทางการวุฒิสภา,transliteration
place,เพลซ,คำทับศัพท์ทางการวุฒิสภา,transliteration
plastic surgery,พลาสติกเซอร์เจอรี,คำทับศัพท์ทางการวุฒิสภา,transliteration
platform,แพลตฟอร์ม,คำทับศัพท์ทางการวุฒิสภา (ศัพท์บัญญัติ),transliteration
play save,เพลย์เซฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
pluralism,พลูรัลลิซึม,คำทับศัพท์ทางการวุฒิสภา,transliteration
pocket book,พ็อกเกตบุ๊ก,คำทับศัพท์ทางการวุฒิสภา,transliteration
Pod,พอด,คำทับศัพท์ทางการวุฒิสภา,transliteration
pod,พ็อด,คำทับศัพท์ทางการวุฒิสภา,transliteration
podcast,พอดแคสต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
pod K,พอดเค,คำทับศัพท์ทางการวุฒิสภา,transliteration
Poipet,ปอยเปต,คำทับศัพท์ทางการวุฒิสภา,transliteration
policy,พอลิซี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Policy Innovation,พอลิซีอินโนเวชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
Policy Watch,พอลิซีวอตช์,คำทับศัพท์ทางการวุฒิสภา,transliteration
political block,พอลิทิคัลบล็อก,คำทับศัพท์ทางการวุฒิสภา,transliteration
poll,โพล,คำทับศัพท์ทางการวุฒิสภา,transliteration
polypropylene,พอลิโพรพิลีน,คำทับศัพท์ทางการวุฒิสภา,transliteration
pool,พูล,คำทับศัพท์ทางการวุฒิสภา,transliteration
pool gas,พูลก๊าซ/พูลแก๊ส,คำทับศัพท์ทางการวุฒิสภา,transliteration
poor's,พัวส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
position,โพซิชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
positive,โพซิทีฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
post,โพสต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Post Election,โพสต์อิเล็กชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
Post-Traumatic Stress Disorder,โพสต์ทรอแมติกสเตรสดิสออร์เดอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
potash,โพแทช,คำทับศัพท์ทางการวุฒิสภา,transliteration
power,เพาเวอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
PowerPoint,พาวเวอร์พ็อยนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
powers,พาวเวอส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
powers and duties,พาวเวอส์แอนด์ดิวตีส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
practicality,แพร็กทิคาลิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
practice,แพร็กทิซ,คำทับศัพท์ทางการวุฒิสภา,transliteration
precision farming,พรีซิชันฟาร์มมิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
present,พรีเซนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
presentation,พรีเซนเทชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
presumption of innocence,พรีซัมป์ชันออฟอินโนเซนซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
pretty,พริตตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
pricing,ไพรซิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
Primary care,ไพรมารีแคร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
prime minister,ไพรม์มินิสเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
prime time,ไพรม์ไทม์,คำทับศัพท์ทางการวุฒิสภา,transliteration
print,พรินต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Print Circuit Board,พรินต์เซอร์กิตบอร์ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
priority,ไพรออริตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Prisoner's dilemma,พริเซอเนอส์ไดเลมมา,คำทับศัพท์ทางการวุฒิสภา,transliteration
proactive,โพรแอกทีฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
probability,พร็อบอะบิลิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
problem state,พรอเบลมสเตต,คำทับศัพท์ทางการวุฒิสภา,transliteration
producer,โพรดิวเซอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
product,โพรดักต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
production,โพรดักชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
production house,โพรดักชันเฮาส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
productive,โพรดักทิฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
productivity,โพรดักทิวิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
profile,โพรไฟล์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Programme for International Student Assessment,โปรแกรมฟอร์อินเตอร์แนชันนัลสติวเดนต์แอสเซสเมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
programmer,โปรแกรมเมอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
progressive rate,โพรเกรสซีฟเรต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Project,โพรเจ็กต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
project manager,โพรเจ็กต์แมเนจเจอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
project owner,โพรเจ็กต์โอนเนอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
promote,โพรโมต,คำทับศัพท์ทางการวุฒิสภา,transliteration
promotion,โพรโมชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
PromptPay,พร้อมเพย์,คำทับศัพท์ทางการวุฒิสภา,transliteration
property,พรอเพอร์ตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Propylene Glycol,โพรพิลีนไกลคอล,คำทับศัพท์ทางการวุฒิสภา,transliteration
prosumer,โพรซูเมอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Protestant,โปรเตสแตนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
protocol,โพรโทคอล,คำทับศัพท์ทางการวุฒิสภา,transliteration
proxies,พร็อกซีส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
PTSD,พีทีเอสดี,คำทับศัพท์ทางการวุฒิสภา,transliteration
public hearing,พับบลิกเฮียริง,คำทับศัพท์ทางการวุฒิสภา,transliteration
public safety first,พับบลิกเซฟตีเฟิสต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
public service,พับบลิกเซอร์วิซ,คำทับศัพท์ทางการวุฒิสภา,transliteration
pure,เพียวร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
put the right man on the right job,พุตเดอะไรต์แมนออนเดอะไรต์จ็อบ,คำทับศัพท์ทางการวุฒิสภา,transliteration
Pyrolysis,ไพโรไลซิส,คำทับศัพท์ทางการวุฒิสภา,transliteration
Python,ไพทอน,คำทับศัพท์ทางการวุฒิสภา,transliteration
QoS,คิวโอเอส,คำทับศัพท์ทางการวุฒิสภา,transliteration
QR Code,คิวอาร์โคด,คำทับศัพท์ทางการวุฒิสภา,transliteration
qualification,ควอลิฟิเคชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
qualifier,ควอลิไฟเออร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
question mark,เควสชันมาร์ก,คำทับศัพท์ทางการวุฒิสภา,transliteration
quote,โควต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Ractopamine,แร็กโทพามีน,คำทับศัพท์ทางการวุฒิสภา,transliteration
rape,เรป,คำทับศัพท์ทางการวุฒิสภา,transliteration
rapid test,แรพิดเทสต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
rating,เรตติง,คำทับศัพท์ทางการวุฒิสภา,transliteration
rational,แรชันนัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
R&D,อาร์แอนด์ดี,คำทับศัพท์ทางการวุฒิสภา,transliteration
reactor,รีแอ็กเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
realignment,เรียอะไลน์เมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
realise,รีอะไลส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
real sector,เรียลเซกเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
real time,เรียลไทม์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Reciprocal Tariffs,ริซิโพรคัลแทริฟส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Recognition,เรค็อกนิชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
recommendation,เรคอมเมนเดชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
record,เรกคอร์ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
recruit,รีครูต,คำทับศัพท์ทางการวุฒิสภา,transliteration
refer,รีเฟอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
regally,รีเกิลลี,คำทับศัพท์ทางการวุฒิสภา,transliteration
region,รีเจียน,คำทับศัพท์ทางการวุฒิสภา,transliteration
regional agenda,รีเจอนัลอะเจนดา,คำทับศัพท์ทางการวุฒิสภา,transliteration
register,รีจิสเตอร์ หรือ เรจิสเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
registry,เรจิสตรี,คำทับศัพท์ทางการวุฒิสภา,transliteration
regular flight,เรกิวลาร์ไฟลต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Regulation,เรกิวเลชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
regulator,เรกิวเลเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
regulatory,เรกิวลาทอรี,คำทับศัพท์ทางการวุฒิสภา,transliteration
regulatory,เรกิวลาทอรี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Related,รีเลตเต็ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
relationship,รีเลชันชิป,คำทับศัพท์ทางการวุฒิสภา,transliteration
Relevance,เรเลวันซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
remark,รีมาร์ก,คำทับศัพท์ทางการวุฒิสภา,transliteration
remote,รีโมต,คำทับศัพท์ทางการวุฒิสภา,transliteration
renal replacement therapy,รีนัลรีเพลซเมนต์เทอราปี,คำทับศัพท์ทางการวุฒิสภา,transliteration
